timestamp,pressure,current_value,vibration_x,vibration_y,vibration_z
2025-09-15 16:09:25,,,0.10938168960184992,0.1545004727369785,0.0
2025-09-15 16:10:25,,,0.5502639815035908,0.6422043750609199,0.0
2025-09-15 16:11:25,,,-0.42060504217220557,-0.449201275364036,0.0
2025-09-15 16:12:26,,,0.0035506422996024745,0.007798627634702137,0.0
2025-09-15 16:13:26,,,0.6437537050762612,0.5864521230720428,0.0
2025-09-15 16:14:26,,,0.296113237455662,0.2544736371953631,0.0
2025-09-15 16:15:26,,,-0.2300771190828637,-0.2855303383986357,0.0
2025-09-15 16:16:26,,,0.40379643706497903,0.22525299880861466,0.0
2025-09-15 16:17:26,,,0.358058625435686,0.24495515185628478,0.0
2025-09-15 16:18:26,,,0.36110811330293874,0.28419564911197465,0.0
2025-09-15 16:19:26,,,-0.7085317021544547,-0.5285838592314356,0.0
2025-09-15 16:20:26,,,0.1556552516552895,0.1301249712056426,0.0
2025-09-15 16:21:26,,,-0.061397687778473826,-0.10030867081115294,0.0
2025-09-15 16:22:26,,,-0.07748898297814132,-0.061956198522774245,0.0
2025-09-15 16:23:27,,,0.4639353075970281,0.16212868039157932,0.0
2025-09-15 16:24:27,,,0.07957576714219795,0.10636344153176111,0.0
2025-09-15 16:25:27,,,-0.07470131671682528,-0.07226370571910112,0.0
2025-09-15 16:26:27,,,0.0373991950619809,-0.016698284558893196,0.0
2025-09-15 16:27:27,,,0.31496636986364546,0.34465540883164997,0.0
2025-09-15 16:28:27,,,0.1376868973823735,-0.00835595065712505,0.0
2025-09-15 16:29:27,,,0.534650113670788,0.5263483603034921,0.0
2025-09-15 16:30:27,,,-0.3158568065398191,-0.43269851833476053,0.0
2025-09-15 16:31:27,,,-0.01557768639050347,-0.011374541840415232,0.0
2025-09-15 16:32:27,,,-0.7168268669067496,0.1979526383621237,0.0
2025-09-15 16:33:27,,,-0.8695755952662366,-0.9143737786478027,0.0
2025-09-15 16:34:27,,,0.00921240598775997,-0.017090025922503534,0.0
2025-09-15 16:35:28,,,-3.3086443111597923,0.2800194691122387,0.0
2025-09-15 16:36:28,,,-0.7079426102676506,-0.7523406449354739,0.0
2025-09-15 16:37:28,,,-0.4736526255814066,-0.29290834739552846,0.0
2025-09-15 16:38:28,,,0.06113925875499486,0.09118891005613046,0.0
2025-09-15 16:39:28,,,0.3620028733877866,0.41496429772398047,0.0
2025-09-15 16:40:28,,,-0.9359944323809835,-0.9635233326886536,0.0
2025-09-15 16:41:28,,,-0.12801755942985465,-0.020077274322200918,0.0
2025-09-15 16:42:28,,,-0.3536674732027776,-0.31556762874787403,0.0
2025-09-15 16:43:28,,,0.3688755848118866,0.17234739254184553,0.0
2025-09-15 16:44:28,,,-0.15648519227909363,0.015813659512194905,0.0
2025-09-15 16:45:28,,,0.1694400172703986,0.0835520910446065,0.0
2025-09-15 16:46:29,,,-0.762381292146454,-0.688596590954205,0.0
2025-09-15 16:47:29,,,0.04509080886841693,0.0813439436919228,0.0
2025-09-15 16:48:29,,,0.23850646671705658,0.30690033593604277,0.0
2025-09-15 16:49:29,,,-0.28428729725135315,-0.42081646665064865,0.0
2025-09-15 16:50:29,,,-0.3643348233578324,-0.21204425027855384,0.0
2025-09-15 16:51:29,,,0.19707481721915082,0.12817097033278,0.0
2025-09-15 16:52:29,,,0.38429136291016586,0.40771293785028445,0.0
2025-09-15 16:53:29,,,-1.0566241385903947,-0.8609242652685133,0.0
2025-09-15 16:54:29,,,0.10657828872591096,-0.02982007336178536,0.0
2025-09-15 16:55:29,,,0.3471437053095179,0.2618476831624695,0.0
2025-09-15 16:56:29,,,-0.9688963167866439,-0.8501928167625632,0.0
2025-09-15 16:57:29,,,-0.04305611644360846,0.04765892405244579,0.0
2025-09-15 16:58:30,,,0.14603650313319827,0.019947050511661304,0.0
2025-09-15 16:59:30,,,0.504024404202522,0.44128732988922215,0.0
2025-09-15 17:00:30,,,-0.6383920052711815,-0.6813519142844214,0.0
2025-09-15 17:01:30,,,-0.12015851911312997,0.019352266177015076,0.0
2025-09-15 17:02:30,,,0.05987049031273436,-0.010592987394109313,0.0
2025-09-15 17:03:10,,,0.20246594275678864,0.06862964044394892,0.0
2025-09-15 17:04:10,,,0.494792777562178,0.491323886944798,0.0
2025-09-15 17:05:10,,,-0.4060154555100069,-0.37397890177259124,0.0
2025-09-15 17:06:10,,,-0.03857180409327249,0.051573750304682094,0.0
2025-09-15 17:07:10,,,0.5577745297576941,0.6688390475137205,0.0
2025-09-15 17:08:11,,,-0.7435938250253923,-0.6778377921807358,0.0
2025-09-15 17:09:11,,,-0.0550332697106439,0.08079557860910636,0.0
2025-09-15 17:10:11,,,0.32526833077212436,0.18458433613930822,0.0
2025-09-15 17:11:11,,,0.4484263401694779,0.2690698822041177,0.0
2025-09-15 17:12:11,,,0.1510722707364322,0.06284554297774189,0.0
2025-09-15 17:13:11,,,-0.08644315646169017,-0.07998958210217287,0.0
2025-09-15 17:14:11,,,-0.3242573670908488,-0.12964751114742074,0.0
2025-09-15 17:15:34,,,0.16262060123783856,0.16516116995337926,0.0
2025-09-15 17:16:34,,,0.7213900840378027,0.6824369671697235,0.0
2025-09-15 17:17:34,,,0.24955153991138418,0.32620604379636325,0.0
2025-09-15 17:18:35,,,-0.4789537478526265,-0.5262709110734551,0.0
2025-09-15 17:19:35,,,-0.22638868319543226,-0.06822550665076771,0.0
2025-09-15 17:20:35,,,0.2855595363916821,0.16494409107982408,0.0
2025-09-15 17:21:35,,,-0.06890511708107473,0.05632895100642895,0.0
2025-09-15 17:22:35,,,-0.6325286170192609,-0.4053644969118621,0.0
2025-09-15 17:23:35,,,0.32131270426131,0.171349070229989,0.0
2025-09-15 17:24:35,,,0.2906441240209446,0.14470661714704605,0.0
2025-09-15 17:25:35,,,-0.48805331875476077,-0.5093171851475483,0.0
2025-09-15 17:26:35,,,0.2712302734406213,0.12740133251576075,0.0
2025-09-15 17:27:35,,,0.22140220702343738,0.41555940516915085,0.0
2025-09-15 17:28:35,,,-0.5166302294474696,-0.40835878421044025,0.0
2025-09-15 17:29:35,,,0.10250453704781955,0.18607786746666638,0.0
2025-09-15 17:30:36,,,0.46891179977373343,0.5299184902274002,0.0
2025-09-15 17:31:36,,,-0.32495204561432856,-0.25232468493216986,0.0
2025-09-15 17:32:36,,,-0.1276698825938371,-0.0857953384580184,0.0
2025-09-15 17:33:36,,,0.40322693104761803,0.2056139992412909,0.0
2025-09-15 17:34:36,,,0.15704297315301818,0.02363453917378689,0.0
2025-09-15 17:35:36,,,-0.2167646837723829,-0.10430076611863379,0.0
2025-09-15 17:36:36,,,-0.1366117046901395,-0.00042158961500160866,0.0
2025-09-15 17:37:36,,,0.221654816617187,0.1797295520940887,0.0
2025-09-15 17:38:36,,,-0.447719685811138,-0.4412028794796077,0.0
2025-09-15 17:39:36,,,0.029020490963622303,-0.0785964407817576,0.0
2025-09-15 17:40:36,,,0.3697382709722113,0.3739344328364912,0.0
2025-09-15 17:41:36,,,-0.37502998332213927,-0.32582691517027784,0.0
2025-09-15 17:42:37,,,-0.09055353768396388,0.007111864267589136,0.0
2025-09-15 17:43:37,,,0.44350499084627376,0.28252357711683096,0.0
2025-09-15 17:44:37,,,-0.26749557556921194,-0.26343214057626907,0.0
2025-09-15 17:45:37,,,-0.060432611373901254,-0.03094193144732322,0.0
2025-09-15 17:46:37,,,0.5039308246975197,0.5487457342976912,0.0
2025-09-15 17:47:37,,,-0.3463013614746981,-0.3324483702364101,0.0
2025-09-15 17:48:37,,,-0.0288301538219466,0.035262152543291486,0.0
2025-09-15 17:49:37,,,0.4085716276927906,0.24650592644615407,0.0
